chunk_id,document_title,chunk_index,old_summary_preview,new_summary_preview,status
doc_52a22799-743e-4ab4-a9b7-2dfb85882f87_1,HASIL SELEKSI SPMB TAHAP III JALUR MANDIRI (PASCA SANGGAH) PROGRAM STUDI SARJANA TERAPAN RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,1,"This document, dated June 15, 2026, from the Director of Politeknik Kesehatan Yo",Dokumen ini berisi pengumuman yang ditandatangani secara elektronik oleh Dr. Isw,fixed
doc_16e46c98-4aee-49a9-9184-c6738774ad85_0,3828 PENGUMUMAN HASIL SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) TAHAP II JALUR MANDIRI PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,0,"This announcement, dated June 19, 2026, declares the results of the Stage II Ind",Pengumuman Nomor: ${nomor_naskah} ini berisi hasil seleksi penerimaan mahasiswa ,fixed
doc_16e46c98-4aee-49a9-9184-c6738774ad85_1,3828 PENGUMUMAN HASIL SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) TAHAP II JALUR MANDIRI PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,1,This document contains an announcement for the second phase of the independent a,Dokumen ini berisi Lampiran Pengumuman Tahap II SPMB Mandiri Prodi Pendidikan Pr,fixed
doc_52a22799-743e-4ab4-a9b7-2dfb85882f87_2,HASIL SELEKSI SPMB TAHAP III JALUR MANDIRI (PASCA SANGGAH) PROGRAM STUDI SARJANA TERAPAN RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,2,"This document chunk contains a list of medical examination items, including ears",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_dcdc6460-5d76-4ba4-8894-5150b991e3f1_1,HASIL SELEKSI TAHAP IV SPMB MANDIRI PRODI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,1,This document outlines the re-registration process for new students at Politekni,Dokumen ini berisi informasi mengenai syarat dan tata cara daftar ulang calon ma,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_1,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,1,The health test is a non-refundable right of the committee. If the quota is not ,Uji kesehatan merupakan hak panitia dan tidak dapat diambil kembali. Apabila kuo,fixed
doc_dcdc6460-5d76-4ba4-8894-5150b991e3f1_0,HASIL SELEKSI TAHAP IV SPMB MANDIRI PRODI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,0,"This announcement, dated June 22, 2026, declares the results of the Stage IV sel",Pengumuman Nomor: ${nomor_naskah} ini berisi hasil seleksi tahap IV SPMB Mandiri,fixed
doc_dcdc6460-5d76-4ba4-8894-5150b991e3f1_6,HASIL SELEKSI TAHAP IV SPMB MANDIRI PRODI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,6,This document is a sworn statement from a parent/guardian of a prospective stude,Dokumen ini adalah surat pernyataan kesediaan membayar Uang Kuliah Tunggal (UKT),fixed
doc_dcdc6460-5d76-4ba4-8894-5150b991e3f1_4,HASIL SELEKSI TAHAP IV SPMB MANDIRI PRODI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,4,This document outlines the requirements and registration form for new students a,Dokumen ini berisi formulir pendaftaran mahasiswa baru POLTEKKES KEMENKES YOGYAK,fixed
doc_dcdc6460-5d76-4ba4-8894-5150b991e3f1_2,HASIL SELEKSI TAHAP IV SPMB MANDIRI PRODI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,2,This document outlines the academic programs and key dates for Poltekkes Kemenke,Dokumen ini berisi informasi mengenai program studi di Poltekkes Kemenkes Yogyak,fixed
doc_744404c2-e79f-4227-b9b8-e232b654d39e_1,PEMANGGILAN CADANGAN 4 SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,1,"Participants can undergo health tests in their respective regions, with no payme",Peserta dapat melakukan uji kesehatan di daerah masing-masing dengan ketentuan t,fixed
doc_dcdc6460-5d76-4ba4-8894-5150b991e3f1_5,HASIL SELEKSI TAHAP IV SPMB MANDIRI PRODI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,5,"This is a declaration by a male student for Poltekkes Kemenkes Yogyakarta, stati",Dokumen ini berisi beberapa surat pernyataan. Surat pernyataan pertama adalah da,fixed
doc_744404c2-e79f-4227-b9b8-e232b654d39e_0,PEMANGGILAN CADANGAN 4 SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,0,"This announcement, dated June 22, 2026, is a reserve call for the 4th selection ",Pengumuman Nomor ${nomor_naskah} ini berisi pemanggilan cadangan 4 Seleksi Pener,fixed
doc_744404c2-e79f-4227-b9b8-e232b654d39e_2,PEMANGGILAN CADANGAN 4 SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,2,For participants who passed the main selection for the Diploma Three Medical Rec,Seleksi wawancara untuk Prodi Rekam Medis dan Informasi Kesehatan Program Diplom,fixed
doc_dcdc6460-5d76-4ba4-8894-5150b991e3f1_3,HASIL SELEKSI TAHAP IV SPMB MANDIRI PRODI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,3,"This document, dated June 22, 2026, in Yogyakarta, confirms that it has been ele",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_c267f0a9-fb90-45f7-a9bf-dda652a389f7_1,PENGUMUMAN HASIL SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) MANDIRI REGULER SMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,1,"Participants can undergo health tests in their respective regions, and if they d",Peserta dapat melakukan uji kesehatan di daerah masing-masing tanpa perlu membay,fixed
doc_c267f0a9-fb90-45f7-a9bf-dda652a389f7_5,PENGUMUMAN HASIL SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) MANDIRI REGULER SMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,5,"This document, dated Yogyakarta, June 23, 2026, lists registration numbers for v",Dokumen ini berisi daftar nomor pendaftaran untuk beberapa program studi di Poli,fixed
doc_c267f0a9-fb90-45f7-a9bf-dda652a389f7_0,PENGUMUMAN HASIL SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) MANDIRI REGULER SMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,0,"This announcement, dated June 22, 2026, details the results of the Independent R",Pengumuman Nomor: ${nomor_naskah} ini berisi hasil seleksi penerimaan mahasiswa ,fixed
doc_c267f0a9-fb90-45f7-a9bf-dda652a389f7_3,PENGUMUMAN HASIL SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) MANDIRI REGULER SMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,3,Participants must use a PC/laptop for the test and install the exam browser from,"Peserta tes diwajibkan menggunakan PC/laptop, menginstal *exam browser* melalui ",fixed
doc_744404c2-e79f-4227-b9b8-e232b654d39e_4,PEMANGGILAN CADANGAN 4 SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,4,"This document, dated June 22, 2026, from the Politeknik Kesehatan Yogyakarta, is",Dokumen ini berisi daftar nomor peserta untuk PRODI TERAPI GIGI PROGRAM SARJANA ,fixed
doc_744404c2-e79f-4227-b9b8-e232b654d39e_3,PEMANGGILAN CADANGAN 4 SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,3,"This document announces a test to be held on June 22, 2026, via Zoom (Meeting ID","Dokumen ini berisi informasi mengenai pelaksanaan tes, termasuk tautan rapat Zoo",fixed
doc_913914f2-929b-4856-aae1-a230080421c3_0,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,0,"This announcement, dated 2026/2027, declares the final selection results for the",Pengumuman Nomor: ${nomor_naskah} ini berisi hasil seleksi tahap II (akhir) cada,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_3,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,3,This document chunk repeatedly states that it has been electronically signed usi,Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_6,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,6,This document details tuition fees (SPP/UKT) and dormitory costs for various pro,Dokumen ini berisi rincian biaya untuk berbagai program studi di bidang Keperawa,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_4,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,4,"This document details uniform costs for various D.III and S.Tr. programs, includ","Dokumen ini berisi rincian biaya seragam, SPP/UKT, dan total biaya untuk berbaga",fixed
doc_c267f0a9-fb90-45f7-a9bf-dda652a389f7_4,PENGUMUMAN HASIL SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) MANDIRI REGULER SMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,4,This document chunk outlines the requirements and forms for the 2026/2027 academ,Dokumen ini berisi formulir pemeriksaan kesehatan untuk seleksi penerimaan mahas,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_8,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,8,"This document contains several declarations and statements. The first section, l","Dokumen ini berisi beberapa formulir pernyataan. Pertama, formulir pernyataan ti",fixed
doc_913914f2-929b-4856-aae1-a230080421c3_9,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,9,This document outlines the commitments required of students at Poltekkes Kemenke,"Dokumen ini berisi beberapa surat pernyataan. Pertama, surat pernyataan kesediaa",fixed
doc_913914f2-929b-4856-aae1-a230080421c3_5,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,5,"This document, dated June 29, 2026, outlines costs for uniforms and dormitory fe",Rincian biaya seragam untuk S.Tr. Sanitasi Lingkungan Reguler adalah sebagai ber,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_10,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,10,This document is a parental consent form for a student from Poltekkes Kemenkes Y,Dokumen ini berisi pernyataan yang mengizinkan anak untuk mengikuti seleksi prog,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_2,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,2,Poltekkes Kemenkes Yogyakarta has multiple campuses offering various programs: K,Poltekkes Kemenkes Yogyakarta memiliki beberapa kampus dengan program studi yang,fixed
doc_7caa214e-60d7-4d83-a6a6-0f7c6075be88_0,SOP Uji Coba Fase 1,0,"The special registration fee for the Xylozorp Phase 1 trial is Rp 999,777, effec",Biaya pendaftaran khusus untuk uji coba fase satu Xylozorp adalah Rp 999.777 dan,fixed
doc_913914f2-929b-4856-aae1-a230080421c3_7,4265 Hasil Seleksi Tahap II Akhir Cadangan 4 SPMB Bersama,7,"This document, dated June 29, 2026, from the Director of Politeknik Kesehatan Yo",Dokumen ini berisi informasi mengenai hasil uji kesehatan Prodi Gizi dan Dieteti,fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_0,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,0,"This announcement, dated June 29, 2026, declares the final results for the SPMB ",Pengumuman Nomor: ${nomor_naskah} ini berisi hasil seleksi tahap III (akhir) SPM,fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_10,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,10,This document contains two statements of willingness from a parent/guardian for ,"Dokumen ini berisi dua surat pernyataan. Pertama, Surat Pernyataan Kesediaan Mem",fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_1,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,1,"This document, dated Yogyakarta, June 30, 2026, and signed by Dr. Iswanto, S.Pd,","Dokumen ini ditandatangani secara elektronik oleh Dr. Iswanto, S.Pd, M.Kes, Dire",fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_3,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,3,This document confirms that it has been electronically signed using certificates,Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_7,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,7,"This document, dated June 29, 2026, lists registration numbers for various progr",Dokumen ini berisi daftar nomor pendaftaran untuk beberapa program studi di Poli,fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_2,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,2,This document outlines requirements for new students at Poltekkes Kemenkes Yogya,Dokumen ini menjelaskan informasi mengenai program studi dan lokasi kampus Polte,fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_6,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,6,"This document, electronically signed by Dr. Iswanto, S.Pd, M.Kes, Director of Po","Dokumen ini berisi rincian biaya seragam, SPP/UKT, dan total biaya (termasuk asr",fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_5,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,5,"This document, dated June 29, 2026, from the Director of Politeknik Kesehatan Yo","Dokumen ini berisi rincian biaya seragam, jas lab, dan jas almamater, serta biay",fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_9,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,9,This document is a declaration by a male student for Poltekkes Kemenkes Yogyakar,Dokumen ini berisi dua surat pernyataan yang ditandatangani secara elektronik. S,fixed
doc_fc8ee7ca-220b-4027-a24b-806ea307a6ea_0,HASIL SELEKSI TAHAP III (AKHIR)  SPMB JALUR MANDIRI  PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3,0,An announcement (Nomor: ${nomor_naskah}) from the SPMB Committee of Poltekkes Ke,Berdasarkan rapat nominasi Panitia SPMB Poltekkes Kemenkes Yogyakarta pada 29 Ju,fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_8,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,8,This document outlines requirements for prospective students at POLTEKKES KEMENK,"Dokumen ini mencakup bukti pembayaran Uang Kuliah Tunggal, seragam, dan asrama m",fixed
doc_46e14c15-630f-4dd9-b775-048f7e3599b1_4,4264 Hasil Seleksi Tahap III Akhir SPMB Mandiri Reguler SMA 2026,4,"This document outlines uniform costs for various nursing and dental programs, in",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_fc8ee7ca-220b-4027-a24b-806ea307a6ea_1,HASIL SELEKSI TAHAP III (AKHIR)  SPMB JALUR MANDIRI  PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3,1,This document outlines the re-registration process for new students at Poltekkes,Potensi suap atau gratifikasi dapat dilaporkan melalui HALO KEMENKES 1500567 dan,fixed
doc_fc8ee7ca-220b-4027-a24b-806ea307a6ea_3,HASIL SELEKSI TAHAP III (AKHIR)  SPMB JALUR MANDIRI  PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3,3,"This document, dated June 29, 2026, from the Director of Politeknik Kesehatan Yo",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_fc8ee7ca-220b-4027-a24b-806ea307a6ea_6,HASIL SELEKSI TAHAP III (AKHIR)  SPMB JALUR MANDIRI  PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3,6,This document is a Parental Consent Letter for a prospective nursing or midwifer,Dokumen ini berisi surat pernyataan kesanggupan orang tua/wali mahasiswa untuk m,fixed
doc_fc8ee7ca-220b-4027-a24b-806ea307a6ea_5,HASIL SELEKSI TAHAP III (AKHIR)  SPMB JALUR MANDIRI  PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3,5,"This document is a ""SURAT PERNYATAAN"" (Statement Letter) for male students of Po","Dokumen ini berisi beberapa surat pernyataan. Pertama, surat pernyataan kesediaa",fixed
doc_fc8ee7ca-220b-4027-a24b-806ea307a6ea_2,HASIL SELEKSI TAHAP III (AKHIR)  SPMB JALUR MANDIRI  PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3,2,This document outlines programs and activities for new students at Poltekkes Kem,Dokumen ini berisi informasi mengenai program studi di Poltekkes Kemenkes Yogyak,fixed
doc_fc8ee7ca-220b-4027-a24b-806ea307a6ea_4,HASIL SELEKSI TAHAP III (AKHIR)  SPMB JALUR MANDIRI  PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 3,4,This document chunk outlines fields for applicant information including Kabupate,"Dokumen ini berisi formulir data diri yang mencakup informasi seperti Kabupaten,",fixed
